Entity,Code,Year,Corruption Perception Index - Transparency International (2018).x,Share of the population in extreme poverty.x,Corruption Perception Index - Transparency International (2018).y,Share of the population in extreme poverty.y,Oil production (TWh).x,HAQ Index (IHME (2017)).x,Gender Inequality Index (Human Development Report (2015)).x,GDP per capita (constant 2015 US$).x,freeexpr_bti.x,electfreefair_bti.x,"Foreign direct investment, net outflows (% of GDP).x","Foreign direct investment, net inflows (% of GDP).x",Birth rate - Sex: all - Age: all - Variant: estimates.x,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).x,Oil production (TWh).y,HAQ Index (IHME (2017)).y,Gender Inequality Index (Human Development Report (2015)).y,GDP per capita (constant 2015 US$).y,freeexpr_bti.y,electfreefair_bti.y,"Foreign direct investment, net outflows (% of GDP).y","Foreign direct investment, net inflows (% of GDP).y",Birth rate - Sex: all - Age: all - Variant: estimates.y,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).y
United Arab Emirates,ARE,1948,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1949,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1950,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,48.09999847,NA,0,NA,NA,NA,NA,NA,NA,NA,48.09999847,NA
United Arab Emirates,ARE,1951,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,46.73500061,NA,0,NA,NA,NA,NA,NA,NA,NA,46.73500061,NA
United Arab Emirates,ARE,1952,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,45.56600189,NA,0,NA,NA,NA,NA,NA,NA,NA,45.56600189,NA
United Arab Emirates,ARE,1953,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.78099823,NA,0,NA,NA,NA,NA,NA,NA,NA,44.78099823,NA
United Arab Emirates,ARE,1954,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.0359993,NA,0,NA,NA,NA,NA,NA,NA,NA,44.0359993,NA
United Arab Emirates,ARE,1955,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,43.36000061,NA,0,NA,NA,NA,NA,NA,NA,NA,43.36000061,NA
United Arab Emirates,ARE,1956,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,42.93799973,NA,0,NA,NA,NA,NA,NA,NA,NA,42.93799973,NA
United Arab Emirates,ARE,1957,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,42.63600159,NA,0,NA,NA,NA,NA,NA,NA,NA,42.63600159,NA
United Arab Emirates,ARE,1958,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,42.35900116,NA,0,NA,NA,NA,NA,NA,NA,NA,42.35900116,NA
United Arab Emirates,ARE,1959,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,42.0870018,NA,0,NA,NA,NA,NA,NA,NA,NA,42.0870018,NA
United Arab Emirates,ARE,1960,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,41.81399918,NA,0,NA,NA,NA,NA,NA,NA,NA,41.81399918,NA
United Arab Emirates,ARE,1961,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,41.39199829,NA,0,NA,NA,NA,NA,NA,NA,NA,41.39199829,NA
United Arab Emirates,ARE,1962,NA,NA,NA,NA,9.280739784,NA,NA,NA,NA,NA,NA,NA,41.06200027,NA,9.280739784,NA,NA,NA,NA,NA,NA,NA,41.06200027,NA
United Arab Emirates,ARE,1963,NA,NA,NA,NA,28.21438026,NA,NA,NA,NA,NA,NA,NA,40.60100174,NA,28.21438026,NA,NA,NA,NA,NA,NA,NA,40.60100174,NA
United Arab Emirates,ARE,1964,NA,NA,NA,NA,105.7864838,NA,NA,NA,NA,NA,NA,NA,40.00299835,NA,105.7864838,NA,NA,NA,NA,NA,NA,NA,40.00299835,NA
United Arab Emirates,ARE,1965,NA,NA,NA,NA,158.9392242,NA,NA,NA,NA,NA,NA,NA,39.36000061,NA,158.9392242,NA,NA,NA,NA,NA,NA,NA,39.36000061,NA
United Arab Emirates,ARE,1966,NA,NA,NA,NA,202.7573242,NA,NA,NA,NA,NA,NA,NA,38.81399918,NA,202.7573242,NA,NA,NA,NA,NA,NA,NA,38.81399918,NA
United Arab Emirates,ARE,1967,NA,NA,NA,NA,215.2043762,NA,NA,NA,NA,NA,NA,NA,38.27799988,NA,215.2043762,NA,NA,NA,NA,NA,NA,NA,38.27799988,NA
United Arab Emirates,ARE,1968,NA,NA,NA,NA,280.4587402,NA,NA,NA,NA,NA,NA,NA,37.70600128,NA,280.4587402,NA,NA,NA,NA,NA,NA,NA,37.70600128,NA
United Arab Emirates,ARE,1969,NA,NA,NA,NA,353.5862427,NA,NA,NA,NA,NA,NA,NA,35.29000092,NA,353.5862427,NA,NA,NA,NA,NA,NA,NA,35.29000092,NA
United Arab Emirates,ARE,1970,NA,NA,NA,NA,439.0822754,NA,NA,NA,NA,NA,NA,NA,33.43199921,NA,439.0822754,NA,NA,NA,NA,NA,NA,NA,33.43199921,NA
United Arab Emirates,ARE,1971,NA,NA,NA,NA,596.7260742,NA,NA,NA,NA,NA,NA,NA,32.13199997,NA,596.7260742,NA,NA,NA,NA,NA,NA,NA,32.13199997,NA
United Arab Emirates,ARE,1972,NA,NA,NA,NA,679.2342529,NA,NA,NA,NA,NA,NA,NA,31.23600006,NA,679.2342529,NA,NA,NA,NA,NA,NA,NA,31.23600006,NA
United Arab Emirates,ARE,1973,NA,NA,NA,NA,863.1829834,NA,NA,NA,NA,NA,NA,NA,30.48900032,NA,863.1829834,NA,NA,NA,NA,NA,NA,NA,30.48900032,NA
United Arab Emirates,ARE,1974,NA,NA,NA,NA,945.4123535,NA,NA,NA,NA,NA,NA,NA,29.79199982,NA,945.4123535,NA,NA,NA,NA,NA,NA,NA,29.79199982,NA
United Arab Emirates,ARE,1975,NA,NA,NA,NA,937.0767822,NA,NA,99453.46094,NA,NA,NA,0.108351029,29.16300011,NA,937.0767822,NA,NA,99453.46094,NA,NA,NA,0.108351029,29.16300011,NA
United Arab Emirates,ARE,1976,NA,NA,NA,NA,1093.598267,NA,NA,99607.00781,NA,NA,NA,0.257273406,28.67700005,NA,1093.598267,NA,NA,99607.00781,NA,NA,NA,0.257273406,28.67700005,NA
United Arab Emirates,ARE,1977,NA,NA,NA,NA,1125.703125,NA,NA,104936.6641,NA,NA,NA,0.451274574,29.47999954,NA,1125.703125,NA,NA,104936.6641,NA,NA,NA,0.451274574,29.47999954,NA
United Arab Emirates,ARE,1978,NA,NA,NA,NA,1030.96521,NA,NA,90889.79688,NA,NA,NA,0.164536834,30.125,NA,1030.96521,NA,NA,90889.79688,NA,NA,NA,0.164536834,30.125,NA
United Arab Emirates,ARE,1979,NA,NA,NA,NA,1031.071655,NA,NA,98553.30469,NA,NA,NA,0.206818387,30.54199982,NA,1031.071655,NA,NA,98553.30469,NA,NA,NA,0.206818387,30.54199982,NA
United Arab Emirates,ARE,1980,NA,NA,NA,NA,974.6627808,NA,NA,111574.3047,NA,NA,-0.004587288,0.223951384,30.65999985,NA,974.6627808,NA,NA,111574.3047,NA,NA,-0.004587288,0.223951384,30.65999985,NA
United Arab Emirates,ARE,1981,NA,NA,NA,NA,861.6279907,NA,NA,108563.2109,NA,NA,0.00608107,-0.034337774,30.16500092,NA,861.6279907,NA,NA,108563.2109,NA,NA,0.00608107,-0.034337774,30.16500092,NA
United Arab Emirates,ARE,1982,NA,NA,NA,NA,749.4656372,NA,NA,95338.01563,NA,NA,0.017159017,0.203892007,30.15600014,NA,749.4656372,NA,NA,95338.01563,NA,NA,0.017159017,0.203892007,30.15600014,NA
United Arab Emirates,ARE,1983,NA,NA,NA,NA,705.9224243,NA,NA,86108.79688,NA,NA,0.007008802,0.106393605,30.0340004,NA,705.9224243,NA,NA,86108.79688,NA,NA,0.007008802,0.106393605,30.0340004,NA
United Arab Emirates,ARE,1984,NA,NA,NA,NA,676.1817017,NA,NA,85032.97656,NA,NA,0.023918893,0.40719524,29.81399918,NA,676.1817017,NA,NA,85032.97656,NA,NA,0.023918893,0.40719524,29.81399918,NA
United Arab Emirates,ARE,1985,NA,NA,NA,NA,650.815979,NA,NA,77644.4375,NA,NA,0.027262565,-0.544187546,29.48800087,NA,650.815979,NA,NA,77644.4375,NA,NA,0.027262565,-0.544187546,29.48800087,NA
United Arab Emirates,ARE,1986,NA,NA,NA,NA,751.5358887,NA,NA,62368.03516,NA,NA,-0.068718687,0.324685544,29.65099907,NA,751.5358887,NA,NA,62368.03516,NA,NA,-0.068718687,0.324685544,29.65099907,NA
United Arab Emirates,ARE,1987,NA,NA,NA,NA,793.1449585,NA,NA,60813.5,NA,NA,-0.030531678,0.128404886,28.4109993,NA,793.1449585,NA,NA,60813.5,NA,NA,-0.030531678,0.128404886,28.4109993,NA
United Arab Emirates,ARE,1988,NA,NA,NA,NA,837.8946533,NA,NA,55816.17578,NA,NA,0.191892162,0.520707071,27.39599991,NA,837.8946533,NA,NA,55816.17578,NA,NA,0.191892162,0.520707071,27.39599991,NA
United Arab Emirates,ARE,1989,NA,NA,NA,NA,989.4477539,NA,NA,59119.77734,NA,NA,0.008891998,0.093548782,26.61800003,NA,989.4477539,NA,NA,59119.77734,NA,NA,0.008891998,0.093548782,26.61800003,NA
United Arab Emirates,ARE,1990,NA,NA,NA,NA,1083.351563,56.9,NA,66023.64844,NA,NA,-0.113707595,-0.228435308,25.92300034,552.27,1083.351563,56.9,NA,66023.64844,NA,NA,-0.113707595,-0.228435308,25.92300034,552.27
United Arab Emirates,ARE,1991,NA,NA,NA,NA,1242.683716,NA,NA,62854.09375,NA,NA,0.020254873,0.050317965,24.5739994,557.57,1242.683716,NA,NA,62854.09375,NA,NA,0.020254873,0.050317965,24.5739994,557.57
United Arab Emirates,ARE,1992,NA,NA,NA,NA,1368.617432,NA,NA,61294.56641,NA,NA,0.02801702,0.239162937,23.8390007,564.78,1368.617432,NA,NA,61294.56641,NA,NA,0.02801702,0.239162937,23.8390007,564.78
United Arab Emirates,ARE,1993,NA,NA,NA,NA,1330.020752,NA,NA,58633.30859,NA,NA,0.055297744,0.721471965,22.42900085,573.52,1330.020752,NA,NA,58633.30859,NA,NA,0.055297744,0.721471965,22.42900085,573.52
United Arab Emirates,ARE,1994,NA,NA,NA,NA,1341.04126,NA,NA,59364.71484,NA,NA,0.972936451,0.105319791,22.20199966,606.06,1341.04126,NA,NA,59364.71484,NA,NA,0.972936451,0.105319791,22.20199966,606.06
United Arab Emirates,ARE,1995,NA,NA,NA,NA,1330.603271,60.8,0.64300001,60169.07422,NA,NA,0.095015801,0.608195484,19.50799942,606.32,1330.603271,60.8,0.64300001,60169.07422,NA,NA,0.095015801,0.608195484,19.50799942,606.32
United Arab Emirates,ARE,1996,NA,NA,NA,NA,1359.768555,NA,NA,60548.58203,NA,NA,0.174814835,0.408474863,19.49300003,607.73,1359.768555,NA,NA,60548.58203,NA,NA,0.174814835,0.408474863,19.49300003,607.73
United Arab Emirates,ARE,1997,NA,NA,NA,NA,1364.286987,NA,NA,62264.93359,NA,NA,0.293169171,0.294815987,18.32999992,605.73,1364.286987,NA,NA,62264.93359,NA,NA,0.293169171,0.294815987,18.32999992,605.73
United Arab Emirates,ARE,1998,NA,NA,NA,NA,1413.299927,NA,NA,59297.94141,NA,NA,0.168220922,0.340485305,17.33499908,597.64,1413.299927,NA,NA,59297.94141,NA,NA,0.168220922,0.340485305,17.33499908,597.64
United Arab Emirates,ARE,1999,NA,NA,NA,NA,1302.895874,NA,NA,57875.09375,NA,NA,0.375516176,-1.166835785,16.76499939,592.75,1302.895874,NA,NA,57875.09375,NA,NA,0.375516176,-1.166835785,16.76499939,592.75
United Arab Emirates,ARE,2000,NA,NA,NA,NA,1413.31665,64.7,0.60900003,60716.27344,NA,NA,0.406054974,-0.485281527,16.65999985,604.53,1413.31665,64.7,0.60900003,60716.27344,NA,NA,0.406054974,-0.485281527,16.65999985,604.53
United Arab Emirates,ARE,2001,NA,NA,NA,NA,1377.150269,NA,NA,58421.86328,NA,NA,0.206851125,1.145892143,16.52499962,593.51,1377.150269,NA,NA,58421.86328,NA,NA,0.206851125,1.145892143,16.52499962,593.51
United Arab Emirates,ARE,2002,NA,NA,NA,NA,1267.883545,NA,NA,56815.08594,NA,NA,0.401686102,0.086781368,16.40099907,581.29,1267.883545,NA,NA,56815.08594,NA,NA,0.401686102,0.086781368,16.40099907,581.29
United Arab Emirates,ARE,2003,NA,NA,NA,NA,1467.585815,NA,NA,57932.25,NA,NA,0.797088444,3.422662735,16.43000031,590.6,1467.585815,NA,NA,57932.25,NA,NA,0.797088444,3.422662735,16.43000031,590.6
United Arab Emirates,ARE,2004,NA,NA,NA,NA,1526.739014,NA,NA,57910.23047,NA,NA,1.493664384,6.767152309,16.09399986,617.81,1526.739014,NA,NA,57910.23047,NA,NA,1.493664384,6.767152309,16.09399986,617.81
United Arab Emirates,ARE,2005,NA,NA,NA,NA,1588.11084,69,0.59100002,53844.72266,4,1,2.076377153,6.034816265,15.20600033,607.89,1588.11084,69,0.59100002,53844.72266,4,1,2.076377153,6.034816265,15.20600033,607.89
United Arab Emirates,ARE,2006,NA,NA,NA,NA,1693.980225,NA,NA,51197.35547,NA,NA,4.903625488,5.765437603,14.48400021,587.03,1693.980225,NA,NA,51197.35547,NA,NA,4.903625488,5.765437603,14.48400021,587.03
United Arab Emirates,ARE,2007,NA,NA,NA,NA,1670.573364,NA,NA,45388.68359,4,1,5.648244381,5.500439644,14.23999977,540.67,1670.573364,NA,NA,45388.68359,4,1,5.648244381,5.500439644,14.23999977,540.67
United Arab Emirates,ARE,2008,NA,NA,NA,NA,1689.221436,NA,NA,40755.11328,NA,NA,5.014761448,1.604874611,14.07999992,519.66,1689.221436,NA,NA,40755.11328,NA,NA,5.014761448,1.604874611,14.07999992,519.66
United Arab Emirates,ARE,2009,NA,NA,NA,NA,1503.912231,NA,NA,34580.21484,5,3,1.07392168,0.44736737,13.89999962,505.36,1503.912231,NA,NA,34580.21484,5,3,1.07392168,0.44736737,13.89999962,505.36
United Arab Emirates,ARE,2010,NA,NA,NA,NA,1572.534668,71.4,0.23100001,32534.81836,NA,NA,0.695337474,3.03559494,13.66499996,488.03,1572.534668,71.4,0.23100001,32534.81836,NA,NA,0.695337474,3.03559494,13.66499996,488.03
United Arab Emirates,ARE,2011,NA,NA,NA,NA,1750.2948,NA,0.24600001,33246.14063,4,2,0.621103764,2.039574862,13.29199982,473.85,1750.2948,NA,0.24600001,33246.14063,4,2,0.621103764,2.039574862,13.29199982,473.85
United States,USA,1900,NA,NA,NA,NA,98.6456604,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6456604,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1901,NA,NA,NA,NA,107.6007614,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.6007614,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1902,NA,NA,NA,NA,137.6410522,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6410522,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1903,NA,NA,NA,NA,155.783844,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.783844,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1904,NA,NA,NA,NA,181.5559235,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.5559235,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1905,NA,NA,NA,NA,208.898056,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.898056,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1906,NA,NA,NA,NA,196.1515808,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.1515808,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1907,NA,NA,NA,NA,257.5579834,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.5579834,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1908,NA,NA,NA,NA,276.8405151,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.8405151,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1909,NA,NA,NA,NA,284.0394897,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.0394897,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1910,NA,NA,NA,NA,324.9538269,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.9538269,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1911,NA,NA,NA,NA,341.8405762,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.8405762,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1912,NA,NA,NA,NA,345.7017517,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.7017517,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1913,NA,NA,NA,NA,385.2553711,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.2553711,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1914,NA,NA,NA,NA,412.1090393,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.1090393,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1915,NA,NA,NA,NA,435.892395,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.892395,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1916,NA,NA,NA,NA,466.3630066,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.3630066,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1917,NA,NA,NA,NA,519.9772949,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.9772949,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1918,NA,NA,NA,NA,551.9249268,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.9249268,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1919,NA,NA,NA,NA,605.911377,NA,NA,NA,NA,NA,NA,NA,NA,NA,605.911377,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1920,NA,NA,NA,NA,722.4788818,NA,NA,NA,NA,NA,NA,NA,NA,NA,722.4788818,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1921,NA,NA,NA,NA,752.6703491,NA,NA,NA,NA,NA,NA,NA,NA,NA,752.6703491,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1922,NA,NA,NA,NA,888.7064209,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.7064209,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1923,NA,NA,NA,NA,1167.314697,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167.314697,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1924,NA,NA,NA,NA,1140.019165,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140.019165,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1925,NA,NA,NA,NA,1216.753906,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216.753906,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1926,NA,NA,NA,NA,1238.292603,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238.292603,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1927,NA,NA,NA,NA,1436.142212,NA,NA,NA,NA,NA,NA,NA,NA,NA,1436.142212,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1928,NA,NA,NA,NA,1437.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1929,NA,NA,NA,NA,1606.149536,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606.149536,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1930,NA,NA,NA,NA,1431.850708,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.850708,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1931,NA,NA,NA,NA,1357.023315,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357.023315,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1932,NA,NA,NA,NA,1251.911377,NA,NA,NA,NA,NA,NA,NA,NA,NA,1251.911377,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1933,NA,NA,NA,NA,1425.093628,NA,NA,NA,NA,NA,NA,NA,NA,NA,1425.093628,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1934,NA,NA,NA,NA,1429.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,1429.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1935,NA,NA,NA,NA,1566.270264,NA,NA,NA,NA,NA,NA,NA,NA,NA,1566.270264,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1936,NA,NA,NA,NA,1728.28772,NA,NA,NA,NA,NA,NA,NA,NA,NA,1728.28772,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1937,NA,NA,NA,NA,2010.419922,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010.419922,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1938,NA,NA,NA,NA,1908.564453,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908.564453,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1939,NA,NA,NA,NA,1988.101929,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.101929,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1940,NA,NA,NA,NA,2126.812988,NA,NA,NA,NA,NA,NA,NA,NA,NA,2126.812988,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1941,NA,NA,NA,NA,2203.838379,NA,NA,NA,NA,NA,NA,NA,NA,NA,2203.838379,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1942,NA,NA,NA,NA,2179.345703,NA,NA,NA,NA,NA,NA,NA,NA,NA,2179.345703,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1943,NA,NA,NA,NA,2365.63501,NA,NA,NA,NA,NA,NA,NA,NA,NA,2365.63501,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1944,NA,NA,NA,NA,2637.114014,NA,NA,NA,NA,NA,NA,NA,NA,NA,2637.114014,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1945,NA,NA,NA,NA,2693.298584,NA,NA,NA,NA,NA,NA,NA,NA,NA,2693.298584,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1946,NA,NA,NA,NA,2725.176514,NA,NA,NA,NA,NA,NA,NA,NA,NA,2725.176514,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1947,NA,NA,NA,NA,2918.571777,NA,NA,NA,NA,NA,NA,NA,NA,NA,2918.571777,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1948,NA,NA,NA,NA,3175.071289,NA,NA,NA,NA,NA,NA,NA,NA,NA,3175.071289,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1949,NA,NA,NA,NA,2894.927979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2894.927979,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1950,NA,NA,NA,NA,3101.813965,NA,NA,NA,NA,NA,NA,NA,22.81399918,NA,3101.813965,NA,NA,NA,NA,NA,NA,NA,22.81399918,NA
United States,USA,1951,NA,NA,NA,NA,3532.658936,NA,NA,NA,NA,NA,NA,NA,23.71100044,NA,3532.658936,NA,NA,NA,NA,NA,NA,NA,23.71100044,NA
United States,USA,1952,NA,NA,NA,NA,3598.868652,NA,NA,NA,NA,NA,NA,NA,23.75799942,NA,3598.868652,NA,NA,NA,NA,NA,NA,NA,23.75799942,NA
United States,USA,1953,NA,NA,NA,NA,3704.562012,NA,NA,NA,NA,NA,NA,NA,23.70599937,NA,3704.562012,NA,NA,NA,NA,NA,NA,NA,23.70599937,NA
United States,USA,1954,NA,NA,NA,NA,3638.398926,NA,NA,NA,NA,NA,NA,NA,23.9470005,NA,3638.398926,NA,NA,NA,NA,NA,NA,NA,23.9470005,NA
United States,USA,1955,NA,NA,NA,NA,3904.702637,NA,NA,NA,NA,NA,NA,NA,23.7140007,NA,3904.702637,NA,NA,NA,NA,NA,NA,NA,23.7140007,NA
United States,USA,1956,NA,NA,NA,NA,4113.507813,NA,NA,NA,NA,NA,NA,NA,23.88800049,NA,4113.507813,NA,NA,NA,NA,NA,NA,NA,23.88800049,NA
United States,USA,1957,NA,NA,NA,NA,4112.902832,NA,NA,NA,NA,NA,NA,NA,23.96800041,NA,4112.902832,NA,NA,NA,NA,NA,NA,NA,23.96800041,NA
United States,USA,1958,NA,NA,NA,NA,3849.006592,NA,NA,NA,NA,NA,NA,NA,23.29000092,NA,3849.006592,NA,NA,NA,NA,NA,NA,NA,23.29000092,NA
United States,USA,1959,NA,NA,NA,NA,4046.414307,NA,NA,NA,NA,NA,NA,NA,23.06900024,NA,4046.414307,NA,NA,NA,NA,NA,NA,NA,23.06900024,NA
United States,USA,1960,NA,NA,NA,NA,4046.949219,NA,NA,19135.26758,NA,NA,NA,NA,22.70100021,NA,4046.949219,NA,NA,19135.26758,NA,NA,NA,NA,22.70100021,NA
United States,USA,1961,NA,NA,NA,NA,4120.543945,NA,NA,19253.54688,NA,NA,NA,NA,22.4470005,NA,4120.543945,NA,NA,19253.54688,NA,NA,NA,NA,22.4470005,NA
United States,USA,1962,NA,NA,NA,NA,4206.094238,NA,NA,20116.23438,NA,NA,NA,NA,21.67000008,NA,4206.094238,NA,NA,20116.23438,NA,NA,NA,NA,21.67000008,NA
United States,USA,1963,NA,NA,NA,NA,4326.371582,NA,NA,20701.26953,NA,NA,NA,NA,21.04999924,NA,4326.371582,NA,NA,20701.26953,NA,NA,NA,NA,21.04999924,NA
United States,USA,1964,NA,NA,NA,NA,4379.962891,NA,NA,21599.81836,NA,NA,NA,NA,20.4090004,NA,4379.962891,NA,NA,21599.81836,NA,NA,NA,NA,20.4090004,NA
United States,USA,1965,NA,NA,NA,NA,4974.086426,NA,NA,22696.67773,NA,NA,NA,NA,18.91300011,NA,4974.086426,NA,NA,22696.67773,NA,NA,NA,NA,18.91300011,NA
United States,USA,1966,NA,NA,NA,NA,5286.287109,NA,NA,23894.4082,NA,NA,NA,NA,17.99300003,NA,5286.287109,NA,NA,23894.4082,NA,NA,NA,NA,17.99300003,NA
United States,USA,1967,NA,NA,NA,NA,5631.497559,NA,NA,24226.5293,NA,NA,NA,NA,17.43499947,NA,5631.497559,NA,NA,24226.5293,NA,NA,NA,NA,17.43499947,NA
United States,USA,1968,NA,NA,NA,NA,5848.498047,NA,NA,25137.16016,NA,NA,NA,NA,17.23200035,NA,5848.498047,NA,NA,25137.16016,NA,NA,NA,NA,17.23200035,NA
United States,USA,1969,NA,NA,NA,NA,5947.020508,NA,NA,25664.37891,NA,NA,NA,NA,17.53300095,NA,5947.020508,NA,NA,25664.37891,NA,NA,NA,NA,17.53300095,NA
United States,USA,1970,NA,NA,NA,NA,6204.486816,NA,NA,25279.18945,NA,NA,0.604675472,0.113667808,18.17499924,NA,6204.486816,NA,NA,25279.18945,NA,NA,0.604675472,0.113667808,18.17499924,NA
United States,USA,1971,NA,NA,NA,NA,6116.075684,NA,NA,25783.66016,NA,NA,0.482465565,0.066102929,17.00300026,NA,6116.075684,NA,NA,25783.66016,NA,NA,0.482465565,0.066102929,17.00300026,NA
